subject,male_y_dropout,male_y_gain,female_x_gain,female_x_loss,has_full_chrom,has_multi_band,high_variance,upd
NA19037,0,0,0,0,0,0,0,0
NA19038,0,0,0,0,0,0,0,0
NA19041,0,0,0,0,0,0,0,0
NA19042,0,0,0,0,0,0,0,0
NA19043,0,0,0,0,0,0,0,0
NA19054,0,0,0,1,0,0,0,0
NA19055,0,0,0,0,0,0,0,0
NA19056,0,0,0,0,0,0,0,0
NA19057,0,0,0,0,0,0,0,0
NA19058,0,0,0,0,0,0,0,0
NA19059,0,0,0,0,0,0,0,0
NA19060,0,0,0,0,0,0,0,0
NA19062,0,0,0,0,0,0,0,0
NA19063,0,0,0,0,0,0,0,0
NA19064,0,0,0,0,0,0,0,0
NA19065,0,0,0,0,0,0,0,0
NA19066,0,0,0,0,0,0,0,0
NA19067,0,0,0,0,0,0,0,0
NA19068,0,0,0,0,0,0,0,0
NA19070,0,0,0,0,0,0,0,0
NA19072,0,0,0,0,0,0,0,0
NA19074,0,0,0,0,0,0,0,0
NA19075,0,0,0,0,0,0,0,0
NA19076,0,0,0,0,0,0,0,0
NA19077,0,0,0,0,0,0,0,0
NA19078,0,0,0,0,0,0,0,0
NA19079,0,0,0,0,0,0,0,0
NA19080,0,0,0,0,0,0,1,0
NA19081,0,0,0,0,0,0,0,0
NA19082,0,0,0,0,0,0,0,0
NA19083,0,0,0,0,0,1,0,0
NA19084,0,0,0,0,0,0,0,0
NA19085,0,0,0,0,0,0,0,0
NA19086,0,0,0,0,0,0,0,0
NA19087,0,0,0,0,0,0,0,0
NA19088,0,0,0,0,0,0,0,0
NA19089,0,0,0,0,0,0,0,0
NA19090,0,0,0,0,0,0,0,0
NA19091,0,0,0,0,0,0,0,0
NA19092,0,0,0,0,0,0,0,0
NA19093,0,0,0,0,0,0,0,0
NA19095,0,0,0,0,0,0,0,0
NA19096,0,0,0,0,0,0,0,0
NA19098,0,0,0,0,0,0,0,0
NA19099,0,0,0,0,0,0,0,0
NA19102,0,0,0,0,0,0,0,0
NA19107,0,0,0,0,0,0,0,0
NA19108,0,0,0,0,0,0,0,0
NA19113,0,0,0,0,0,0,1,0
NA19114,0,0,0,0,0,0,0,0
NA19116,0,0,0,0,0,0,0,0
NA19117,0,0,0,0,0,0,0,0
NA19118,0,0,0,0,0,0,0,0
NA19119,0,0,0,0,0,0,0,0
NA19121,0,0,0,0,0,0,0,0
NA19129,0,0,0,0,0,0,0,0
NA19130,0,0,0,0,0,0,0,0
NA19131,0,0,0,0,0,0,0,0
NA19137,0,0,0,0,0,0,0,0
NA19138,0,0,0,0,0,0,0,0
NA19141,0,0,0,0,0,0,0,0
NA19143,0,0,0,0,0,0,0,0
NA19144,0,0,0,0,0,0,0,0
NA19146,0,0,0,0,0,0,0,0
NA19147,0,0,0,0,0,0,0,0
NA19149,0,0,0,0,0,0,0,0
NA19152,0,0,0,0,0,0,0,0
NA19153,0,0,0,0,0,0,0,0
NA19159,0,0,0,0,0,0,0,0
NA19160,0,0,0,0,0,0,0,0
NA19171,0,0,0,0,0,0,0,0
NA19172,0,0,0,0,0,0,0,0
NA19175,0,0,0,0,0,0,0,0
NA19184,0,0,0,0,0,0,0,0
NA19185,0,0,0,0,0,0,0,0
NA19189,0,0,0,0,0,0,0,0
NA19190,0,0,0,0,0,0,0,0
NA19197,0,0,0,0,0,0,0,0
NA19198,0,0,0,0,0,0,0,0
NA19200,0,0,0,0,0,0,0,0
NA19201,0,0,0,0,0,0,0,0
NA19204,0,0,0,0,0,0,0,0
NA19206,0,0,0,0,0,0,0,0
NA19207,0,0,0,0,0,0,0,0
NA19209,0,0,0,0,0,0,0,0
NA19210,0,0,0,0,0,0,0,0
NA19213,0,0,0,0,0,1,0,0
NA19214,0,0,0,0,0,0,0,0
NA19222,0,0,0,0,0,0,0,0
NA19223,0,0,0,0,0,0,0,0
NA19225,0,0,0,0,0,0,0,0
NA19235,0,0,0,0,0,0,0,0
NA19236,0,0,0,0,0,0,0,0
NA19238,0,0,0,0,0,0,0,0
NA19239,0,0,0,0,0,0,0,0
NA19247,0,0,0,0,0,0,0,0
NA19248,0,0,0,0,0,0,0,0
NA19256,0,0,0,0,0,0,0,0
NA19257,0,0,0,0,0,0,0,0
NA19307,0,0,0,0,0,0,0,0
NA19308,0,0,0,0,0,0,0,0
NA19309,0,0,0,0,0,0,0,0
NA19310,0,0,0,0,0,0,0,0
NA19312,0,0,0,0,0,0,0,0
NA19314,0,0,0,0,0,0,0,0
NA19315,0,0,0,0,0,0,0,0
NA19316,0,0,0,0,0,0,0,0
NA19317,0,0,0,0,0,0,0,0
NA19318,0,0,0,0,0,0,0,0
NA19319,0,0,0,0,0,0,0,0
NA19320,0,0,0,0,0,0,0,0
NA19321,0,0,0,0,0,0,0,0
NA19323,0,0,0,0,0,0,0,0
NA19324,0,0,0,0,0,0,0,0
NA19327,0,0,0,0,0,0,0,0
NA19328,0,0,0,0,0,0,0,0
NA19331,0,0,0,0,0,0,0,0
NA19332,0,0,0,1,0,0,0,0
NA19334,0,0,0,0,0,0,0,0
NA19338,0,0,0,0,0,0,0,0
NA19346,0,0,0,0,0,0,0,0
NA19347,0,0,0,0,0,0,0,0
NA19350,0,0,0,0,0,0,0,0
NA19351,0,0,0,0,0,0,0,0
NA19355,0,0,0,0,0,1,0,0
NA19360,0,0,0,0,0,0,0,0
NA19372,0,0,0,0,0,0,1,0
NA19374,0,0,0,0,0,0,0,0
NA19375,0,0,0,0,0,0,0,0
NA19376,0,0,0,0,0,0,0,0
NA19377,0,0,0,0,0,0,0,0
NA19378,0,0,0,0,1,0,1,0
NA19379,0,0,0,0,0,0,0,0
NA19380,0,0,0,0,0,0,0,0
NA19383,0,0,0,0,0,0,0,0
NA19384,0,0,0,0,0,0,0,0
NA19385,0,0,0,0,0,0,0,0
NA19390,0,0,0,0,0,0,0,0
NA19391,0,0,0,0,0,0,0,0
NA19393,0,0,0,0,0,0,0,0
NA19394,0,0,0,0,0,0,0,0
NA19395,0,0,0,1,0,0,0,0
NA19397,0,0,0,0,0,0,0,0
NA19399,0,0,0,0,0,0,0,0
NA19401,0,0,0,0,0,0,0,0
NA19403,0,0,0,0,0,0,0,0
NA19404,0,0,0,0,0,0,0,0
NA19428,0,0,0,0,0,0,0,0
NA19429,0,0,0,0,0,0,0,0
NA19430,0,0,0,0,0,0,0,0
NA19431,0,0,0,0,0,0,0,0
NA19434,0,0,0,0,0,0,0,0
NA19435,0,0,0,0,0,0,0,0
NA19436,0,0,0,0,0,0,0,0
NA19437,0,0,0,0,0,0,0,0
NA19438,0,0,0,0,0,0,0,0
NA19439,0,0,0,0,0,0,0,0
NA19440,0,0,0,0,0,0,0,0
NA19443,0,0,0,0,0,0,0,0
NA19445,0,0,0,0,0,0,0,0
NA19446,0,0,0,0,0,0,0,0
NA19448,0,0,0,0,0,0,0,0
NA19449,0,0,0,0,0,0,0,0
NA19451,0,0,0,0,0,0,0,0
NA19452,0,0,0,0,0,0,0,0
NA19454,0,0,0,0,0,1,0,0
NA19455,0,0,0,0,0,0,0,0
NA19456,0,0,0,0,0,0,0,0
NA19457,0,0,0,0,0,0,0,0
NA19461,0,0,0,0,0,0,0,0
NA19462,0,0,0,0,0,0,0,1
NA19463,0,0,0,0,0,0,0,0
NA19466,0,0,0,0,0,0,0,0
NA19467,0,0,0,0,0,0,0,0
NA19468,0,0,0,0,0,0,0,0
NA19471,0,0,0,0,0,0,0,0
NA19472,0,0,0,0,0,0,1,0
NA19473,0,0,0,0,0,0,1,0
NA19474,0,0,0,0,0,0,0,0
NA19475,0,0,0,0,0,0,0,0
NA19625,0,0,0,0,0,0,0,0
NA19648,0,0,0,0,0,0,0,0
NA19649,0,0,0,0,0,0,0,0
NA19651,0,0,0,0,0,0,0,0
NA19652,0,0,0,0,0,1,0,0
NA19654,0,0,0,0,0,0,0,0
NA19655,0,0,0,0,0,0,1,0
NA19657,0,0,0,0,0,0,0,0
NA19658,0,0,0,0,0,0,0,0
NA19661,0,0,0,0,0,0,0,0
NA19663,0,0,0,0,0,0,0,0
NA19664,0,0,0,0,0,0,0,0
NA19669,0,0,0,0,0,0,0,0
NA19670,0,0,0,0,0,0,0,0
NA19676,0,0,0,0,0,0,0,0
NA19678,0,0,0,0,0,0,0,0
NA19679,0,0,0,0,0,0,0,0
NA19681,0,0,0,0,0,0,0,0
NA19682,0,0,0,0,0,0,0,0
NA19684,0,0,0,0,0,0,0,0
NA19700,0,0,0,0,0,0,0,0
NA19701,0,0,0,0,0,0,0,0
NA19703,0,0,0,0,0,0,0,0
NA19704,0,0,0,0,0,0,0,0
NA19707,0,0,0,0,0,0,0,0
NA19711,0,0,0,0,0,0,0,0
NA19712,0,0,0,0,0,0,0,0
NA19713,0,0,0,0,0,0,0,0
NA19716,0,0,0,0,0,0,0,0
NA19717,0,0,0,0,0,0,0,0
NA19719,0,0,0,0,0,0,0,0
NA19720,0,0,0,0,0,0,0,0
NA19722,0,0,0,0,0,0,0,0
NA19723,0,0,0,0,0,0,0,0
NA19725,0,0,0,0,0,0,0,0
NA19726,0,0,0,0,0,0,0,0
NA19728,0,0,0,0,0,0,0,0
NA19729,0,0,0,0,0,0,0,0
NA19731,0,0,0,0,0,0,0,0
NA19732,0,0,0,0,0,0,0,0
NA19734,0,0,0,0,0,0,0,0
NA19735,0,0,0,0,0,0,0,0
NA19740,0,0,0,0,0,0,0,0
NA19741,0,0,0,0,0,0,0,0
NA19746,0,0,0,0,0,0,0,0
NA19747,0,0,0,0,0,0,1,0
NA19749,0,0,0,0,0,0,0,0
NA19750,0,0,0,0,0,1,0,0
NA19752,0,0,0,0,0,0,0,0
NA19755,0,0,0,0,0,0,0,0
NA19756,0,0,0,0,0,0,0,0
NA19758,0,0,0,0,0,0,0,0
NA19759,0,0,0,0,0,0,0,0
NA19761,0,0,0,0,0,0,0,0
NA19762,0,0,0,0,0,0,0,0
NA19764,0,0,0,0,0,0,0,0
NA19770,0,0,0,0,0,0,0,0
NA19771,0,0,0,0,0,0,0,0
NA19773,0,0,0,0,0,0,0,0
NA19774,0,0,0,0,0,0,0,0
NA19776,0,0,0,0,0,0,0,0
NA19777,0,0,0,0,0,0,0,0
NA19779,0,0,0,0,0,0,0,0
NA19780,0,0,0,0,0,0,0,0
NA19782,0,0,0,0,0,0,0,0
NA19783,0,0,0,0,0,0,0,0
NA19785,0,0,0,0,0,0,0,0
NA19786,0,0,0,0,0,0,0,0
NA19788,0,0,0,0,0,0,0,1
NA19789,0,0,0,0,0,0,0,0
NA19792,0,0,0,0,0,0,0,0
NA19794,0,0,0,0,0,0,0,0
NA19795,0,0,0,0,0,0,0,0
NA19818,0,0,0,0,0,0,0,0
NA19819,0,0,0,0,0,0,0,0
NA19834,0,0,0,0,0,0,0,0
NA19835,0,0,0,0,0,0,0,0
NA19900,0,0,0,0,0,0,0,0
NA19901,0,0,0,0,0,0,0,0
NA19904,0,0,0,0,0,0,0,0
NA19908,0,0,0,0,0,0,0,0
NA19909,0,0,0,0,0,0,0,0
NA19913,0,0,0,0,0,0,0,0
NA19914,0,0,0,0,0,0,0,0
NA19916,0,0,0,0,0,0,0,0
NA19917,0,0,0,0,0,0,0,0
NA19920,0,0,0,0,0,0,0,0
NA19921,0,0,0,0,0,0,0,0
NA19922,0,0,0,0,0,0,0,0
NA19923,0,0,0,0,0,0,0,0
NA19982,0,0,0,0,0,0,0,0
NA19984,0,0,0,0,0,0,0,0
NA20126,0,0,0,0,0,0,0,0
NA20127,0,0,0,0,0,0,0,0
NA20274,0,0,0,0,0,0,1,0
NA20276,0,0,0,0,0,0,0,0
NA20278,0,0,0,0,0,0,0,0
NA20281,0,0,0,0,0,0,0,0
NA20282,0,0,0,0,0,0,0,1
NA20287,0,0,0,0,0,0,0,0
NA20289,0,0,0,0,0,0,0,0
NA20291,0,0,0,0,0,0,0,0
NA20294,0,0,0,0,0,0,0,0
NA20296,0,0,0,0,0,0,0,0
NA20298,0,0,0,0,0,0,0,0
NA20299,0,0,0,0,0,0,0,0
NA20314,0,0,0,0,0,0,0,0
NA20317,0,0,0,0,0,0,0,0
NA20318,0,0,0,0,0,0,0,0
NA20320,0,0,0,0,0,0,0,0
NA20321,0,0,0,0,0,0,0,0
NA20332,0,0,0,0,0,0,0,0
NA20334,0,0,0,0,0,0,0,0
NA20339,0,0,0,0,0,0,0,0
NA20340,0,0,0,0,0,0,0,0
NA20342,0,0,0,0,0,1,0,0
NA20346,0,0,0,0,0,0,0,0
NA20348,0,0,0,0,1,0,0,0
NA20351,0,0,0,0,0,0,0,0
NA20355,0,0,0,0,0,0,0,0
NA20356,0,0,0,0,0,0,0,0
NA20357,0,0,0,0,0,0,0,0
NA20359,0,0,0,0,0,0,0,0
NA20362,0,0,0,0,0,0,0,0
NA20412,0,0,0,0,0,0,0,0
NA20502,0,0,0,0,0,0,0,0
NA20503,0,0,0,0,0,0,0,0
NA20504,0,0,0,0,0,0,0,0
NA20505,0,0,0,0,0,0,0,0
NA20506,0,0,0,1,0,0,0,0
NA20507,0,0,0,0,0,0,0,0
NA20508,0,0,0,0,0,0,0,0
NA20509,0,0,0,0,0,1,0,0
NA20510,0,0,0,0,0,0,0,0
NA20511,0,0,0,0,0,0,0,0
NA20512,0,0,0,0,0,0,0,0
NA20513,0,0,0,0,0,0,0,0
NA20514,0,0,0,0,0,0,0,0
NA20515,0,0,0,0,0,0,0,0
NA20516,0,0,0,0,0,0,0,0
NA20517,0,0,0,0,0,1,0,0
NA20518,0,0,0,0,0,0,0,0
NA20519,0,0,0,0,0,0,0,0
NA20520,0,0,0,0,0,0,0,0
NA20521,0,0,0,0,0,0,0,0
NA20522,0,0,0,0,0,0,0,0
NA20524,0,0,0,0,0,0,0,0
NA20525,0,0,0,0,0,0,0,0
NA20527,0,0,0,0,0,0,0,0
NA20528,0,0,0,0,0,0,0,0
NA20529,0,0,0,0,0,0,0,0
NA20530,0,0,0,1,0,0,0,0
NA20531,0,0,0,0,0,0,0,0
NA20532,0,0,0,0,0,0,1,0
NA20533,0,0,0,1,0,1,0,0
NA20534,0,0,0,0,0,0,1,0
NA20535,0,0,0,1,0,0,1,0
NA20536,0,0,0,0,0,0,0,0
NA20538,0,0,0,0,0,1,0,0
NA20539,0,0,0,0,0,0,0,0
NA20540,0,0,0,0,0,0,0,0
NA20541,0,0,0,0,0,0,0,0
NA20542,0,0,0,0,0,0,0,0
NA20543,0,0,0,0,0,0,0,0
NA20544,0,0,0,0,0,0,0,0
NA20581,0,0,0,0,0,0,1,0
NA20582,0,0,0,0,0,0,1,0
NA20585,0,0,0,0,0,0,0,0
NA20586,0,0,0,0,0,0,0,0
NA20587,0,0,0,0,0,0,0,0
NA20588,0,0,0,0,0,0,0,0
NA20589,0,0,0,0,0,0,0,0
NA20752,0,0,0,0,0,0,0,0
NA20753,0,0,0,0,0,0,0,0
NA20754,1,0,0,0,0,0,0,0
NA20755,0,0,0,0,0,0,0,0
NA20756,0,0,0,0,0,0,0,0
NA20757,0,0,0,0,0,0,0,0
NA20758,0,0,0,0,0,0,0,0
NA20759,0,0,0,0,1,0,0,0
NA20760,0,0,0,0,0,0,0,0
NA20761,0,0,0,0,0,0,0,0
NA20762,0,0,0,0,0,0,0,0
NA20763,0,0,0,0,0,0,0,0
NA20764,0,0,0,0,0,0,0,0
NA20765,0,0,0,0,0,0,0,0
NA20766,0,0,0,0,0,0,0,0
NA20767,0,0,0,0,0,0,0,0
NA20768,0,0,0,0,0,0,0,0
NA20769,0,0,0,1,0,0,0,0
NA20770,0,0,0,0,0,0,0,0
NA20771,0,0,0,0,0,0,0,0
NA20772,0,0,0,0,0,0,0,0
NA20773,0,0,0,0,0,0,0,0
NA20774,0,0,0,0,0,0,0,0
NA20775,0,0,0,0,0,0,0,0
NA20778,0,0,0,0,0,0,0,0
NA20783,0,0,0,0,0,0,0,0
NA20785,0,0,0,0,0,0,0,0
NA20786,0,0,0,0,0,0,1,0
NA20787,0,0,0,0,0,0,1,0
NA20790,0,0,0,1,0,0,0,0
NA20792,0,0,0,0,0,0,0,0
NA20795,0,0,0,0,0,1,0,0
NA20796,0,0,0,0,0,0,0,0
NA20797,0,0,0,0,0,0,0,0
NA20798,0,0,0,0,0,0,0,0
NA20799,0,0,0,0,0,0,0,0
NA20800,0,0,0,0,0,0,0,0
NA20801,0,0,0,0,0,0,0,0
NA20802,0,0,0,0,0,0,0,0
NA20803,0,0,0,0,0,0,1,0
NA20804,0,0,0,0,0,0,0,0
NA20805,0,0,0,0,0,0,0,0
NA20806,0,0,0,0,0,0,0,0
NA20807,0,0,0,0,0,0,0,0
NA20808,0,0,0,0,0,0,0,0
NA20809,0,0,0,0,0,0,0,0
NA20810,0,0,0,0,0,0,0,0
NA20811,0,0,0,0,0,0,0,0
NA20812,0,0,0,0,0,0,0,0
NA20813,0,0,0,0,0,0,0,0
NA20814,0,0,0,0,0,0,0,0
NA20815,0,0,0,0,0,0,0,0
NA20818,0,0,0,0,0,0,0,0
NA20819,0,0,0,0,0,0,0,0
NA20821,0,0,1,0,0,0,0,0
NA20822,0,0,0,0,0,0,0,0
NA20826,0,0,0,0,0,0,1,0
NA20827,0,0,0,0,0,0,0,0
NA20828,0,0,0,0,0,0,1,0
NA20832,0,0,0,1,0,0,0,0
NA20845,0,0,0,0,0,0,0,0
NA20846,0,0,0,0,0,0,1,0
NA20847,0,0,0,0,0,0,0,0
NA20849,0,0,0,0,0,0,0,0
NA20850,0,0,0,0,0,0,0,0
NA20851,0,0,0,0,0,0,0,0
NA20852,0,0,0,0,0,0,0,0
NA20853,0,0,0,0,0,0,0,0
NA20854,0,0,0,0,0,0,0,0
NA20856,0,0,0,0,0,0,0,0
NA20858,0,0,0,0,0,0,0,0
NA20859,0,0,0,0,0,0,0,0
NA20861,0,0,0,0,0,0,0,0
NA20862,0,0,0,0,0,0,0,0
NA20863,0,0,0,0,0,0,0,0
NA20864,0,0,0,0,0,0,0,0
NA20866,0,0,0,0,0,0,0,0
NA20867,0,0,0,0,0,0,0,0
NA20868,0,0,0,0,0,0,0,0
NA20869,0,0,0,0,0,0,0,0
NA20870,0,0,0,0,0,0,0,0
NA20872,0,0,0,0,0,0,0,0
NA20874,0,0,0,0,0,0,0,0
NA20875,0,0,0,0,0,0,1,0
NA20876,0,0,0,0,0,0,0,0
NA20877,0,0,0,0,0,0,0,0
NA20878,0,0,0,0,0,0,0,0
NA20881,0,0,0,0,0,0,0,0
NA20882,0,0,0,0,0,0,0,0
NA20884,0,0,0,0,0,0,0,0
NA20885,0,0,0,0,0,0,0,0
NA20886,0,0,0,0,0,0,1,0
NA20887,0,0,0,0,0,0,0,0
NA20888,0,0,0,0,0,0,1,0
NA20889,0,0,0,0,0,0,0,0
NA20890,0,0,0,0,0,0,0,0
NA20891,0,0,0,0,0,0,0,0
NA20892,0,0,0,1,0,0,0,0
NA20894,0,0,0,0,0,0,0,0
NA20895,0,0,0,0,0,0,0,0
NA20896,0,0,0,0,0,0,0,0
NA20897,0,0,0,0,0,0,0,0
NA20899,0,0,0,0,0,0,0,0
NA20900,0,0,0,0,0,0,0,0
NA20901,0,0,0,0,0,0,0,0
NA20902,0,0,0,0,0,0,0,0
NA20903,0,0,0,0,0,0,1,0
NA20904,0,0,0,0,0,0,0,0
NA20905,0,0,0,0,0,0,0,0
NA20906,0,0,0,0,0,0,0,0
NA20908,0,0,0,0,0,0,0,0
NA20910,0,0,0,0,0,0,0,0
NA20911,0,0,0,0,0,1,0,0
NA21086,0,0,0,0,0,0,0,0
NA21087,0,0,0,0,0,0,0,0
NA21088,0,0,0,0,0,1,0,0
NA21089,0,0,0,0,0,0,1,0
NA21090,0,0,0,0,0,0,0,0
NA21091,0,0,0,0,0,0,0,0
NA21092,0,0,0,0,0,0,0,0
NA21093,0,0,0,0,0,0,0,0
NA21094,0,0,0,0,0,0,0,0
NA21095,0,0,0,0,0,0,0,0
NA21097,0,0,0,0,0,0,0,0
NA21098,0,0,0,0,0,0,0,0
NA21099,0,0,0,0,0,0,0,0
NA21100,0,0,0,0,0,0,0,0
NA21101,0,0,0,0,0,0,0,0
NA21102,0,0,0,0,0,0,0,0
NA21103,0,0,0,0,0,0,0,0
NA21104,0,0,0,0,0,0,0,0
NA21105,0,0,0,0,0,0,0,0
NA21106,0,0,0,0,0,0,0,0
NA21107,0,0,0,0,0,0,0,0
NA21108,0,0,0,0,0,0,0,0
NA21109,0,0,0,0,0,0,0,0
NA21110,0,0,0,0,0,0,0,0
NA21111,0,0,0,0,0,0,1,0
NA21112,0,0,0,0,0,0,0,0
NA21113,0,0,0,0,0,0,0,0
NA21114,0,0,0,0,0,0,0,0
NA21115,0,0,0,0,0,0,0,0
NA21116,0,0,0,0,0,0,1,0
NA21117,0,0,0,0,0,0,0,0
NA21118,0,0,0,0,0,1,1,0
NA21119,0,0,0,0,0,0,0,0
NA21120,0,0,0,0,0,0,1,0
NA21122,0,0,0,0,0,0,0,0
NA21123,0,0,0,0,0,0,0,0
NA21124,0,0,0,0,0,0,0,0
NA21125,0,0,0,0,0,0,0,0
NA21126,0,0,0,0,0,0,0,0
NA21127,0,0,0,0,0,0,1,0
NA21128,0,0,0,0,0,0,0,0
NA21129,0,0,0,0,0,0,0,0
NA21130,0,0,0,0,0,0,0,0
NA21133,0,0,0,0,0,0,0,0
NA21135,0,0,0,0,0,0,0,0
NA21137,0,0,0,0,0,0,0,0
NA21141,0,0,0,0,0,0,0,0
NA21142,0,0,0,0,0,0,0,0
NA21143,0,0,0,0,1,0,0,0
NA21144,0,0,0,0,0,0,0,0
